occ,naq,bre,hdf,pll,nor,pac,cor
0.224,0.09,0.11,0.167,0.419,0.795,0.223,0.071
0.188,0.135,0.155,0.151,0.391,0.792,0.201,0.084
0.166,0.151,0.17,0.137,0.339,0.787,0.178,0.083
0.152,0.129,0.165,0.145,0.312,0.776,0.154,0.077
0.135,0.11,0.195,0.157,0.312,0.783,0.133,0.08
0.118,0.092,0.228,0.183,0.358,0.775,0.113,0.092
0.108,0.085,0.227,0.232,0.421,0.781,0.085,0.105
0.093,0.097,0.207,0.299,0.457,0.781,0.057,0.113
0.069,0.109,0.197,0.38,0.404,0.796,0.027,0.123
0.054,0.115,0.239,0.444,0.341,0.764,0.011,0.141
0.046,0.127,0.319,0.508,0.341,0.738,0.008,0.175
0.034,0.143,0.389,0.563,0.335,0.704,0.038,0.231
0.014,0.135,0.404,0.596,0.302,0.64,0.148,0.311
0.004,0.11,0.375,0.641,0.242,0.603,0.234,0.395
0.038,0.075,0.378,0.718,0.239,0.584,0.338,0.464
0.114,0.049,0.476,0.773,0.257,0.588,0.479,0.52
0.204,0.045,0.575,0.742,0.239,0.583,0.598,0.556
0.249,0.063,0.651,0.697,0.198,0.544,0.686,0.587
0.248,0.109,0.691,0.649,0.156,0.48,0.748,0.618
0.244,0.187,0.648,0.63,0.124,0.395,0.788,0.648
0.257,0.248,0.619,0.592,0.103,0.319,0.831,0.641
0.253,0.296,0.643,0.539,0.101,0.269,0.855,0.612
0.268,0.261,0.554,0.524,0.117,0.242,0.866,0.601
0.282,0.195,0.464,0.591,0.15,0.221,0.883,0.612
0.291,0.151,0.413,0.65,0.188,0.22,0.901,0.641
0.29,0.118,0.417,0.66,0.229,0.225,0.92,0.676
0.284,0.119,0.461,0.666,0.268,0.226,0.931,0.718
0.256,0.209,0.439,0.697,0.297,0.221,0.948,0.75
0.219,0.346,0.385,0.754,0.307,0.217,0.966,0.773
0.183,0.403,0.389,0.76,0.312,0.215,0.979,0.796
0.144,0.365,0.429,0.776,0.306,0.22,0.985,0.815
0.109,0.334,0.439,0.773,0.296,0.221,0.986,0.823
0.102,0.332,0.414,0.711,0.26,0.2,0.987,0.799
0.117,0.349,0.417,0.665,0.27,0.197,0.986,0.755
0.131,0.364,0.422,0.694,0.385,0.198,0.98,0.721
0.141,0.413,0.4,0.716,0.476,0.22,0.972,0.694
0.149,0.472,0.392,0.732,0.542,0.26,0.977,0.671
0.154,0.513,0.417,0.751,0.58,0.303,0.981,0.667
0.13,0.529,0.458,0.782,0.586,0.367,0.982,0.691
0.128,0.573,0.524,0.805,0.608,0.434,0.984,0.71
0.15,0.639,0.536,0.794,0.622,0.459,0.986,0.674
0.214,0.678,0.498,0.773,0.614,0.452,0.989,0.64
0.31,0.685,0.449,0.735,0.605,0.428,0.988,0.616
0.412,0.668,0.414,0.688,0.606,0.392,0.986,0.59
0.505,0.638,0.419,0.642,0.598,0.349,0.987,0.578
0.563,0.624,0.439,0.604,0.576,0.309,0.989,0.565
0.597,0.642,0.442,0.587,0.523,0.277,0.99,0.53
0.627,0.663,0.428,0.585,0.477,0.255,0.988,0.476
0.649,0.67,0.404,0.582,0.448,0.241,0.979,0.461
0.634,0.66,0.387,0.588,0.41,0.227,0.962,0.482
0.614,0.643,0.36,0.598,0.37,0.21,0.939,0.488
0.588,0.657,0.328,0.589,0.34,0.191,0.913,0.464
0.563,0.665,0.308,0.577,0.319,0.167,0.876,0.409
0.556,0.684,0.299,0.571,0.291,0.14,0.837,0.329
0.576,0.706,0.274,0.547,0.257,0.109,0.827,0.248
0.536,0.722,0.233,0.49,0.221,0.073,0.833,0.171
0.541,0.697,0.166,0.395,0.168,0.036,0.828,0.121
0.615,0.684,0.15,0.359,0.132,0.019,0.787,0.093
0.721,0.702,0.131,0.34,0.124,0.012,0.752,0.065
0.798,0.725,0.114,0.335,0.091,0.019,0.742,0.036
0.849,0.75,0.107,0.346,0.069,0.042,0.75,0.019
0.873,0.776,0.111,0.349,0.065,0.069,0.79,0.01
0.863,0.79,0.12,0.358,0.082,0.121,0.846,0.008
0.873,0.799,0.136,0.388,0.097,0.195,0.889,0.007
0.894,0.804,0.142,0.398,0.086,0.28,0.9,0.008
0.9,0.797,0.134,0.398,0.097,0.375,0.877,0.013
0.897,0.785,0.126,0.407,0.15,0.488,0.827,0.016
0.893,0.764,0.124,0.429,0.254,0.603,0.764,0.02
0.886,0.746,0.124,0.439,0.409,0.675,0.723,0.035
0.875,0.728,0.118,0.429,0.557,0.704,0.675,0.068
0.875,0.704,0.109,0.426,0.687,0.744,0.602,0.112
0.869,0.674,0.103,0.434,0.779,0.782,0.544,0.143
0.864,0.639,0.108,0.44,0.845,0.824,0.516,0.153
0.874,0.599,0.118,0.428,0.865,0.867,0.513,0.145
0.891,0.583,0.124,0.404,0.852,0.912,0.5,0.148
0.898,0.574,0.114,0.36,0.822,0.915,0.464,0.147
0.894,0.571,0.098,0.322,0.733,0.802,0.426,0.139
0.885,0.575,0.082,0.301,0.687,0.602,0.417,0.131
0.865,0.575,0.069,0.292,0.724,0.415,0.446,0.127
0.83,0.558,0.055,0.288,0.698,0.303,0.457,0.111
0.822,0.556,0.043,0.268,0.61,0.307,0.411,0.086
0.766,0.566,0.037,0.242,0.568,0.299,0.336,0.05
0.679,0.553,0.032,0.223,0.601,0.257,0.287,0.024
0.604,0.527,0.029,0.201,0.627,0.202,0.255,0.018
0.529,0.517,0.033,0.189,0.694,0.16,0.238,0.033
0.407,0.531,0.045,0.183,0.694,0.15,0.239,0.052
0.276,0.563,0.056,0.179,0.716,0.238,0.285,0.068
0.203,0.627,0.062,0.183,0.752,0.385,0.376,0.071
0.285,0.707,0.063,0.18,0.758,0.502,0.442,0.059
0.615,0.744,0.061,0.158,0.733,0.526,0.454,0.043
0.855,0.758,0.056,0.119,0.717,0.488,0.398,0.03
0.906,0.766,0.053,0.075,0.71,0.445,0.319,0.021
0.9,0.769,0.052,0.047,0.71,0.465,0.26,0.015
0.872,0.762,0.053,0.038,0.7,0.532,0.222,0.015
0.818,0.75,0.054,0.036,0.679,0.615,0.175,0.019
0.723,0.73,0.055,0.037,0.679,0.655,0.143,0.03
0.624,0.709,0.053,0.037,0.697,0.66,0.134,0.05
0.5,0.698,0.048,0.034,0.719,0.673,0.124,0.07
0.367,0.685,0.046,0.026,0.736,0.716,0.103,0.076
0.26,0.675,0.048,0.016,0.764,0.769,0.074,0.069
0.248,0.668,0.055,0.007,0.752,0.815,0.053,0.063
0.272,0.651,0.068,0.003,0.748,0.842,0.04,0.061
0.265,0.639,0.084,0.005,0.73,0.866,0.031,0.062
0.28,0.59,0.102,0.016,0.76,0.878,0.023,0.059
0.385,0.516,0.118,0.032,0.797,0.88,0.013,0.055
0.554,0.445,0.152,0.049,0.808,0.881,0.006,0.058
0.752,0.397,0.187,0.062,0.829,0.872,0.004,0.062
0.901,0.354,0.195,0.068,0.836,0.855,0.016,0.063
0.963,0.324,0.193,0.071,0.831,0.816,0.034,0.058
0.977,0.308,0.197,0.075,0.82,0.748,0.047,0.05
0.976,0.323,0.206,0.084,0.808,0.695,0.051,0.054
0.971,0.413,0.257,0.094,0.806,0.683,0.042,0.055
0.972,0.525,0.323,0.102,0.781,0.643,0.034,0.047
0.969,0.55,0.349,0.112,0.721,0.563,0.031,0.037
0.966,0.502,0.347,0.125,0.636,0.475,0.031,0.03
0.965,0.437,0.328,0.139,0.537,0.389,0.042,0.025
0.967,0.397,0.299,0.151,0.442,0.311,0.054,0.019
0.97,0.378,0.278,0.16,0.349,0.257,0.06,0.015
0.97,0.358,0.249,0.161,0.25,0.216,0.053,0.017
0.967,0.342,0.215,0.15,0.171,0.195,0.039,0.023
0.966,0.346,0.187,0.129,0.113,0.17,0.026,0.025
0.965,0.358,0.172,0.104,0.073,0.132,0.016,0.023
0.967,0.376,0.16,0.082,0.036,0.103,0.011,0.023
0.974,0.395,0.157,0.063,0.018,0.094,0.009,0.024
0.975,0.404,0.159,0.053,0.014,0.083,0.009,0.033
0.973,0.396,0.161,0.051,0.013,0.062,0.008,0.051
0.973,0.384,0.156,0.054,0.008,0.051,0.007,0.066
0.975,0.349,0.143,0.055,0.007,0.058,0.005,0.059
0.98,0.278,0.128,0.045,0.006,0.074,0.004,0.043
0.982,0.223,0.098,0.039,0.006,0.098,0.007,0.045
0.985,0.16,0.075,0.03,0.015,0.131,0.016,0.049
0.986,0.11,0.063,0.025,0.035,0.178,0.02,0.058
0.987,0.077,0.065,0.027,0.063,0.213,0.022,0.068
0.986,0.058,0.075,0.033,0.086,0.26,0.023,0.073
0.985,0.054,0.098,0.047,0.115,0.316,0.036,0.082
0.983,0.076,0.133,0.06,0.164,0.309,0.055,0.094
0.981,0.131,0.155,0.071,0.198,0.244,0.067,0.104
0.977,0.205,0.158,0.075,0.213,0.159,0.066,0.12
0.977,0.263,0.142,0.07,0.237,0.103,0.058,0.14
0.976,0.283,0.117,0.058,0.285,0.076,0.044,0.164
0.975,0.269,0.102,0.051,0.34,0.071,0.035,0.174
0.973,0.236,0.092,0.049,0.4,0.082,0.036,0.164
0.969,0.196,0.081,0.048,0.419,0.09,0.042,0.159
0.969,0.161,0.066,0.045,0.425,0.1,0.05,0.167
0.969,0.137,0.049,0.042,0.451,0.106,0.066,0.183
0.966,0.122,0.039,0.04,0.479,0.096,0.082,0.205
0.959,0.11,0.028,0.036,0.457,0.071,0.091,0.25
0.951,0.104,0.019,0.032,0.427,0.046,0.097,0.294
0.926,0.103,0.014,0.027,0.451,0.027,0.099,0.311
0.893,0.109,0.015,0.021,0.479,0.019,0.092,0.305
0.878,0.13,0.02,0.017,0.469,0.033,0.069,0.277
0.894,0.143,0.033,0.015,0.465,0.098,0.038,0.233
0.933,0.143,0.04,0.013,0.443,0.226,0.012,0.187
0.939,0.145,0.042,0.015,0.385,0.382,0.002,0.13
0.943,0.132,0.045,0.015,0.379,0.505,0.002,0.091
0.948,0.103,0.043,0.011,0.389,0.554,0.007,0.074
0.952,0.072,0.038,0.006,0.37,0.581,0.021,0.071
0.952,0.05,0.031,0.003,0.347,0.624,0.044,0.077
0.955,0.043,0.024,0.003,0.395,0.679,0.079,0.089
0.966,0.054,0.019,0.005,0.469,0.708,0.114,0.093
0.972,0.085,0.015,0.011,0.489,0.704,0.118,0.08
0.973,0.142,0.013,0.024,0.482,0.703,0.122,0.059
0.972,0.223,0.01,0.044,0.479,0.69,0.128,0.044
0.971,0.305,0.007,0.066,0.484,0.687,0.129,0.036
0.964,0.343,0.005,0.094,0.46,0.67,0.128,0.03
0.948,0.337,0.003,0.127,0.412,0.663,0.132,0.023
0.934,0.305,0.003,0.161,0.369,0.679,0.145,0.021
0.924,0.261,0.003,0.219,0.356,0.701,0.175,0.028
0.923,0.223,0.004,0.295,0.338,0.717,0.221,0.042
0.92,0.196,0.004,0.316,0.31,0.752,0.289,0.066
0.915,0.179,0.004,0.266,0.312,0.773,0.358,0.096
0.908,0.177,0.004,0.241,0.343,0.784,0.413,0.125
0.897,0.183,0.006,0.257,0.411,0.795,0.481,0.151
0.884,0.195,0.007,0.266,0.494,0.796,0.555,0.171
0.868,0.234,0.013,0.261,0.582,0.815,0.627,0.187
0.835,0.274,0.017,0.239,0.615,0.823,0.671,0.197
0.835,0.29,0.011,0.201,0.668,0.841,0.697,0.195
0.872,0.274,0.003,0.179,0.687,0.844,0.727,0.197
0.889,0.217,0.004,0.195,0.783,0.859,0.77,0.221
0.87,0.163,0.016,0.216,0.817,0.863,0.787,0.241
0.843,0.134,0.027,0.244,0.85,0.892,0.784,0.247
0.8,0.122,0.042,0.294,0.886,0.913,0.746,0.229
0.702,0.149,0.05,0.357,0.91,0.934,0.711,0.213
0.632,0.257,0.045,0.419,0.932,0.95,0.736,0.201
0.575,0.431,0.031,0.467,0.956,0.959,0.784,0.184
0.452,0.523,0.016,0.505,0.976,0.971,0.811,0.182
0.349,0.504,0.027,0.55,0.986,0.979,0.792,0.195
0.291,0.457,0.077,0.596,0.989,0.982,0.768,0.2
0.293,0.416,0.153,0.65,0.989,0.984,0.752,0.199
0.337,0.397,0.208,0.7,0.989,0.981,0.716,0.199
0.388,0.385,0.222,0.744,0.988,0.977,0.678,0.199
0.427,0.35,0.223,0.782,0.99,0.975,0.651,0.191
0.454,0.3,0.229,0.81,0.99,0.972,0.632,0.164
0.491,0.25,0.239,0.831,0.987,0.969,0.6,0.141
0.392,0.202,0.26,0.845,0.987,0.963,0.554,0.141
0.299,0.166,0.292,0.852,0.989,0.939,0.51,0.156
0.287,0.151,0.331,0.845,0.984,0.904,0.493,0.17
0.39,0.143,0.357,0.857,0.987,0.868,0.482,0.181
0.551,0.143,0.388,0.863,0.985,0.914,0.479,0.183
0.701,0.132,0.376,0.856,0.989,0.984,0.451,0.164
0.847,0.119,0.365,0.84,0.99,0.989,0.405,0.145
0.942,0.112,0.367,0.822,0.989,0.976,0.347,0.136
0.962,0.107,0.381,0.787,0.989,0.967,0.306,0.146
0.98,0.117,0.407,0.71,0.99,0.971,0.301,0.166
0.988,0.163,0.444,0.61,0.987,0.981,0.331,0.187
0.99,0.221,0.459,0.562,0.987,0.984,0.38,0.2
0.991,0.282,0.511,0.547,0.987,0.985,0.449,0.219
0.99,0.37,0.556,0.551,0.984,0.988,0.554,0.247
0.99,0.448,0.566,0.529,0.972,0.989,0.653,0.268
0.991,0.465,0.568,0.527,0.953,0.989,0.719,0.293
0.991,0.419,0.544,0.521,0.931,0.987,0.762,0.316
0.989,0.346,0.479,0.525,0.895,0.982,0.8,0.328
0.983,0.262,0.417,0.538,0.842,0.979,0.841,0.332
0.969,0.191,0.379,0.511,0.779,0.978,0.896,0.335
0.953,0.141,0.308,0.457,0.673,0.975,0.937,0.34
0.94,0.107,0.217,0.401,0.53,0.967,0.952,0.35
0.913,0.092,0.151,0.35,0.444,0.951,0.961,0.355
0.866,0.09,0.087,0.314,0.505,0.933,0.976,0.358
0.812,0.107,0.039,0.285,0.597,0.913,0.989,0.35
0.684,0.112,0.018,0.245,0.638,0.9,0.989,0.35
0.489,0.092,0.01,0.223,0.618,0.889,0.986,0.37
0.237,0.086,0.007,0.201,0.547,0.87,0.979,0.401
0.137,0.092,0.017,0.181,0.532,0.856,0.97,0.407
0.093,0.088,0.032,0.173,0.563,0.841,0.937,0.358
0.142,0.064,0.046,0.158,0.544,0.853,0.889,0.334
0.237,0.049,0.061,0.168,0.542,0.835,0.86,0.344
0.341,0.038,0.085,0.223,0.542,0.8,0.843,0.337
0.49,0.029,0.11,0.29,0.532,0.784,0.803,0.266
0.686,0.022,0.137,0.354,0.522,0.752,0.779,0.183
0.827,0.021,0.159,0.408,0.476,0.678,0.796,0.12
0.873,0.021,0.172,0.481,0.419,0.63,0.825,0.091
0.9,0.013,0.193,0.532,0.482,0.646,0.861,0.086
0.924,0.009,0.221,0.584,0.535,0.612,0.827,0.061
0.931,0.014,0.254,0.604,0.568,0.575,0.757,0.04
0.919,0.023,0.294,0.627,0.587,0.499,0.714,0.013
0.898,0.023,0.311,0.603,0.545,0.436,0.681,0.011
0.889,0.028,0.333,0.618,0.492,0.334,0.657,0.026
0.853,0.05,0.366,0.699,0.444,0.229,0.604,0.039
0.831,0.081,0.397,0.768,0.4,0.131,0.598,0.042
0.831,0.102,0.42,0.805,0.369,0.065,0.648,0.044
0.805,0.107,0.441,0.809,0.356,0.057,0.679,0.043
0.781,0.101,0.457,0.822,0.255,0.117,0.711,0.042
0.726,0.085,0.468,0.782,0.168,0.206,0.713,0.038
0.647,0.057,0.481,0.732,0.178,0.29,0.654,0.039
0.532,0.029,0.502,0.769,0.284,0.358,0.59,0.046
0.399,0.019,0.529,0.805,0.318,0.41,0.55,0.062
0.287,0.017,0.565,0.831,0.486,0.463,0.52,0.076
0.225,0.017,0.563,0.853,0.694,0.473,0.481,0.076
0.122,0.015,0.547,0.882,0.856,0.444,0.457,0.07
0.071,0.015,0.61,0.914,0.94,0.536,0.461,0.059
0.04,0.014,0.632,0.935,0.967,0.611,0.481,0.032
0.024,0.016,0.641,0.944,0.94,0.635,0.526,0.015
0.061,0.017,0.634,0.944,0.945,0.65,0.596,0.036
0.174,0.019,0.616,0.935,0.96,0.671,0.668,0.076
0.325,0.024,0.601,0.927,0.792,0.66,0.74,0.119
0.482,0.035,0.591,0.909,0.75,0.583,0.829,0.142
0.524,0.049,0.588,0.864,0.842,0.534,0.895,0.152
0.404,0.053,0.537,0.799,0.915,0.512,0.93,0.182
0.639,0.042,0.492,0.764,0.95,0.479,0.944,0.243
0.894,0.031,0.451,0.775,0.978,0.348,0.954,0.328
0.942,0.026,0.405,0.742,0.988,0.188,0.961,0.411
0.947,0.019,0.413,0.699,0.991,0.11,0.961,0.478
0.956,0.014,0.376,0.66,0.986,0.16,0.96,0.535
0.962,0.016,0.328,0.657,0.976,0.473,0.957,0.585
0.959,0.026,0.299,0.66,0.958,0.769,0.949,0.633
0.949,0.037,0.252,0.641,0.913,0.9,0.944,0.689
0.951,0.042,0.217,0.596,0.867,0.926,0.957,0.74
0.962,0.039,0.195,0.535,0.854,0.916,0.973,0.781
0.94,0.033,0.181,0.461,0.863,0.882,0.982,0.805
0.898,0.027,0.167,0.376,0.854,0.8,0.987,0.815
0.849,0.021,0.146,0.264,0.808,0.672,0.989,0.809
0.796,0.019,0.107,0.157,0.799,0.513,0.99,0.808
0.778,0.021,0.054,0.071,0.77,0.364,0.991,0.802
0.782,0.026,0.022,0.027,0.74,0.269,0.99,0.785
0.781,0.023,0.012,0.029,0.768,0.227,0.99,0.758
0.737,0.017,0.022,0.062,0.791,0.223,0.989,0.716
0.648,0.018,0.04,0.103,0.768,0.211,0.989,0.665
0.578,0.026,0.069,0.151,0.723,0.181,0.99,0.612
0.439,0.036,0.114,0.215,0.69,0.162,0.99,0.583
0.283,0.049,0.178,0.299,0.58,0.153,0.99,0.557
0.3,0.067,0.245,0.397,0.388,0.132,0.988,0.498
0.361,0.09,0.283,0.491,0.181,0.11,0.982,0.426
0.367,0.127,0.295,0.575,0.051,0.096,0.964,0.361
0.324,0.17,0.347,0.647,0.005,0.082,0.935,0.325
0.245,0.199,0.472,0.73,0.016,0.067,0.908,0.319
0.227,0.184,0.608,0.84,0.06,0.057,0.882,0.324
0.23,0.176,0.716,0.922,0.109,0.045,0.87,0.341
0.208,0.294,0.764,0.956,0.18,0.028,0.879,0.357
0.12,0.457,0.8,0.972,0.278,0.013,0.9,0.385
0.042,0.536,0.825,0.974,0.361,0.008,0.927,0.445
0.011,0.464,0.841,0.978,0.392,0.01,0.952,0.501
0.007,0.486,0.839,0.983,0.473,0.022,0.982,0.556
0.037,0.547,0.838,0.986,0.604,0.063,0.991,0.623
0.057,0.645,0.828,0.988,0.708,0.16,0.991,0.679
0.061,0.704,0.831,0.989,0.737,0.308,0.987,0.744
0.058,0.726,0.816,0.989,0.787,0.417,0.983,0.8
0.051,0.736,0.823,0.987,0.826,0.513,0.987,0.82
0.042,0.707,0.846,0.987,0.829,0.609,0.989,0.862
0.041,0.768,0.88,0.985,0.806,0.691,0.99,0.935
0.041,0.772,0.852,0.981,0.723,0.765,0.991,0.974
0.035,0.81,0.841,0.976,0.879,0.818,0.982,0.987
0.037,0.83,0.841,0.97,0.972,0.866,0.973,0.99
0.049,0.816,0.796,0.962,0.973,0.907,0.965,0.989
0.06,0.799,0.769,0.959,0.91,0.946,0.974,0.986
0.059,0.797,0.768,0.92,0.851,0.963,0.978,0.979
0.072,0.808,0.732,0.867,0.798,0.96,0.981,0.974
0.103,0.798,0.679,0.841,0.754,0.941,0.985,0.981
0.151,0.727,0.604,0.791,0.727,0.862,0.989,0.99
0.206,0.704,0.544,0.719,0.726,0.645,0.99,0.974
0.213,0.689,0.492,0.652,0.736,0.461,0.99,0.944
0.19,0.689,0.482,0.627,0.748,0.492,0.988,0.922
0.119,0.65,0.535,0.615,0.772,0.596,0.976,0.905
0.06,0.568,0.584,0.611,0.819,0.639,0.959,0.876
0.006,0.491,0.591,0.61,0.82,0.663,0.937,0.827
0.004,0.411,0.627,0.625,0.782,0.674,0.923,0.78
0.004,0.27,0.649,0.662,0.711,0.652,0.917,0.77
0.004,0.149,0.679,0.709,0.63,0.569,0.911,0.778
0.01,0.099,0.684,0.754,0.583,0.531,0.936,0.804
0.006,0.097,0.691,0.785,0.577,0.499,0.93,0.808
0.022,0.124,0.717,0.848,0.587,0.47,0.913,0.792
0.013,0.198,0.737,0.844,0.58,0.376,0.918,0.764
0.012,0.392,0.78,0.857,0.611,0.266,0.934,0.704
0.043,0.523,0.798,0.887,0.679,0.176,0.939,0.621
0.123,0.612,0.817,0.906,0.71,0.118,0.935,0.598
0.223,0.671,0.827,0.916,0.572,0.095,0.948,0.638
0.239,0.697,0.808,0.924,0.343,0.087,0.97,0.661
0.175,0.679,0.762,0.929,0.196,0.095,0.984,0.687
0.083,0.671,0.741,0.928,0.135,0.115,0.99,0.71
0.015,0.654,0.72,0.917,0.082,0.144,0.989,0.694
0.022,0.649,0.694,0.904,0.038,0.18,0.985,0.635
0.045,0.629,0.67,0.883,0.16,0.228,0.982,0.55
0.062,0.583,0.633,0.862,0.484,0.284,0.98,0.489
0.059,0.527,0.637,0.843,0.772,0.363,0.976,0.446
0.038,0.508,0.633,0.783,0.868,0.504,0.971,0.417
0.037,0.501,0.601,0.733,0.893,0.66,0.965,0.428
0.072,0.497,0.575,0.787,0.926,0.768,0.965,0.442
0.224,0.5,0.554,0.787,0.958,0.844,0.968,0.503
0.436,0.463,0.53,0.756,0.972,0.882,0.967,0.578
0.6,0.385,0.502,0.719,0.973,0.884,0.968,0.632
0.722,0.313,0.461,0.632,0.968,0.888,0.97,0.679
0.762,0.264,0.429,0.617,0.963,0.889,0.971,0.758
0.763,0.237,0.418,0.638,0.953,0.894,0.969,0.82
0.8,0.216,0.386,0.682,0.939,0.903,0.962,0.8
0.852,0.167,0.325,0.726,0.922,0.906,0.961,0.719
0.895,0.129,0.279,0.697,0.908,0.9,0.973,0.599
0.93,0.107,0.235,0.634,0.92,0.908,0.977,0.476
0.955,0.097,0.163,0.559,0.905,0.902,0.982,0.388
0.972,0.094,0.112,0.451,0.887,0.904,0.986,0.337
0.979,0.083,0.09,0.354,0.879,0.912,0.989,0.338
0.983,0.058,0.087,0.272,0.872,0.914,0.99,0.343
0.988,0.024,0.099,0.226,0.866,0.915,0.99,0.285
0.99,0.007,0.116,0.303,0.855,0.918,0.991,0.216
0.99,0.012,0.151,0.392,0.817,0.91,0.99,0.15
0.988,0.031,0.175,0.425,0.798,0.895,0.99,0.098
0.988,0.061,0.175,0.443,0.811,0.882,0.989,0.082
0.99,0.112,0.161,0.449,0.819,0.867,0.985,0.086
0.991,0.19,0.155,0.431,0.823,0.859,0.978,0.104
0.988,0.277,0.188,0.422,0.825,0.861,0.966,0.135
0.988,0.323,0.27,0.444,0.844,0.857,0.945,0.181
0.988,0.275,0.345,0.466,0.845,0.856,0.919,0.233
0.989,0.189,0.361,0.498,0.829,0.831,0.888,0.288
0.99,0.163,0.333,0.554,0.793,0.782,0.866,0.337
0.991,0.209,0.331,0.58,0.761,0.732,0.835,0.361
0.99,0.3,0.339,0.559,0.727,0.679,0.777,0.395
0.988,0.335,0.333,0.57,0.672,0.625,0.699,0.426
0.988,0.275,0.332,0.572,0.597,0.576,0.604,0.463
0.986,0.205,0.324,0.598,0.501,0.514,0.476,0.464
0.982,0.146,0.307,0.592,0.355,0.411,0.277,0.417
0.972,0.094,0.277,0.598,0.175,0.318,0.121,0.422
0.965,0.058,0.28,0.61,0.113,0.229,0.057,0.426
0.967,0.049,0.295,0.617,0.087,0.18,0.031,0.435
0.973,0.06,0.293,0.573,0.093,0.163,0.029,0.434
0.98,0.09,0.273,0.526,0.076,0.163,0.036,0.425
0.985,0.11,0.239,0.493,0.051,0.15,0.063,0.412
0.988,0.09,0.194,0.48,0.057,0.136,0.09,0.402
0.99,0.054,0.196,0.501,0.085,0.179,0.121,0.39
0.99,0.047,0.233,0.529,0.098,0.289,0.157,0.399
0.986,0.077,0.29,0.535,0.082,0.416,0.143,0.453
0.979,0.135,0.345,0.558,0.09,0.512,0.082,0.523
0.965,0.197,0.388,0.587,0.18,0.592,0.041,0.568
0.961,0.26,0.404,0.614,0.322,0.663,0.021,0.59
0.962,0.334,0.397,0.639,0.491,0.733,0.009,0.587
0.961,0.415,0.401,0.703,0.642,0.764,0.019,0.56
0.955,0.492,0.417,0.749,0.714,0.76,0.028,0.535
0.951,0.542,0.441,0.781,0.76,0.794,0.043,0.516
0.944,0.557,0.469,0.807,0.815,0.818,0.055,0.498
0.943,0.544,0.523,0.824,0.871,0.83,0.068,0.457
0.929,0.563,0.615,0.854,0.905,0.842,0.096,0.432
0.9,0.566,0.655,0.909,0.935,0.863,0.141,0.465
0.867,0.581,0.716,0.927,0.957,0.89,0.215,0.496
0.808,0.627,0.755,0.943,0.966,0.91,0.299,0.445
0.74,0.634,0.78,0.955,0.967,0.926,0.349,0.371
0.707,0.627,0.705,0.964,0.968,0.943,0.409,0.37
0.65,0.635,0.666,0.953,0.97,0.953,0.454,0.364
0.613,0.634,0.671,0.884,0.969,0.951,0.483,0.358
0.588,0.665,0.674,0.794,0.967,0.942,0.531,0.341
0.557,0.687,0.677,0.771,0.956,0.931,0.58,0.302
0.503,0.676,0.668,0.77,0.888,0.9,0.602,0.265
0.418,0.642,0.61,0.76,0.678,0.881,0.598,0.233
0.428,0.591,0.527,0.773,0.468,0.883,0.625,0.231
0.455,0.601,0.499,0.811,0.511,0.846,0.692,0.262
0.451,0.59,0.464,0.825,0.464,0.808,0.758,0.322
0.429,0.574,0.419,0.807,0.413,0.742,0.753,0.385
0.429,0.516,0.397,0.781,0.266,0.668,0.732,0.454
0.467,0.434,0.41,0.753,0.165,0.623,0.77,0.532
0.466,0.369,0.438,0.76,0.109,0.58,0.811,0.562
0.422,0.324,0.442,0.743,0.069,0.524,0.828,0.549
0.41,0.285,0.43,0.712,0.054,0.457,0.834,0.542
0.411,0.241,0.4,0.673,0.075,0.409,0.841,0.587
0.405,0.191,0.369,0.634,0.128,0.392,0.867,0.695
0.388,0.153,0.337,0.6,0.189,0.401,0.885,0.782
0.377,0.122,0.327,0.575,0.238,0.417,0.9,0.831
0.422,0.092,0.328,0.56,0.247,0.419,0.91,0.85
0.498,0.066,0.324,0.555,0.236,0.407,0.919,0.849
0.473,0.043,0.316,0.547,0.209,0.385,0.932,0.85
0.399,0.022,0.324,0.52,0.17,0.366,0.955,0.883
0.419,0.008,0.319,0.536,0.13,0.394,0.97,0.863
0.508,0.006,0.414,0.624,0.099,0.422,0.97,0.817
0.596,0.026,0.52,0.734,0.078,0.429,0.969,0.762
0.641,0.074,0.589,0.819,0.076,0.435,0.97,0.704
0.663,0.137,0.638,0.872,0.097,0.433,0.968,0.656
0.67,0.199,0.668,0.915,0.121,0.46,0.962,0.593
0.603,0.237,0.668,0.931,0.161,0.516,0.95,0.491
0.575,0.26,0.687,0.945,0.239,0.649,0.94,0.38
0.604,0.274,0.717,0.955,0.353,0.76,0.943,0.296
0.601,0.266,0.728,0.962,0.444,0.79,0.953,0.233
0.608,0.245,0.752,0.971,0.502,0.787,0.954,0.184
0.588,0.247,0.769,0.977,0.557,0.79,0.944,0.14
0.598,0.274,0.788,0.982,0.588,0.817,0.94,0.103
0.615,0.305,0.806,0.984,0.576,0.802,0.941,0.072
0.632,0.345,0.822,0.986,0.596,0.76,0.935,0.046
0.645,0.402,0.847,0.986,0.62,0.774,0.927,0.03
0.62,0.457,0.868,0.986,0.652,0.73,0.927,0.021
0.617,0.521,0.901,0.986,0.682,0.714,0.935,0.018
0.632,0.571,0.91,0.987,0.69,0.745,0.935,0.017
0.618,0.604,0.933,0.989,0.682,0.724,0.919,0.015
