occ,naq,bre,hdf,pll,ara,est,nor,bfc,cvl,pac,cor,idf
0.738,0.042,0.153,0.206,0.065,0.198,0.156,0.231,0.118,0.062,0.462,0.055,0.101
0.74,0.036,0.118,0.216,0.052,0.191,0.144,0.25,0.115,0.048,0.455,0.066,0.122
0.736,0.025,0.087,0.26,0.046,0.187,0.143,0.272,0.118,0.045,0.468,0.076,0.156
0.733,0.014,0.075,0.338,0.049,0.198,0.15,0.322,0.116,0.053,0.488,0.078,0.2
0.719,0.011,0.096,0.416,0.05,0.218,0.155,0.393,0.114,0.065,0.502,0.082,0.223
0.67,0.01,0.173,0.445,0.055,0.199,0.158,0.446,0.108,0.084,0.507,0.09,0.246
0.645,0.009,0.246,0.488,0.078,0.207,0.165,0.462,0.098,0.121,0.507,0.094,0.252
0.648,0.011,0.272,0.551,0.105,0.173,0.196,0.495,0.086,0.15,0.46,0.09,0.261
0.687,0.013,0.236,0.598,0.1,0.234,0.203,0.547,0.08,0.14,0.523,0.08,0.28
0.715,0.034,0.205,0.595,0.09,0.31,0.203,0.576,0.084,0.154,0.648,0.077,0.301
0.741,0.073,0.176,0.598,0.11,0.368,0.24,0.617,0.083,0.224,0.692,0.086,0.405
0.758,0.079,0.198,0.614,0.16,0.399,0.27,0.66,0.108,0.264,0.721,0.095,0.442
0.768,0.076,0.234,0.626,0.187,0.397,0.308,0.666,0.126,0.291,0.719,0.112,0.465
0.757,0.074,0.272,0.622,0.207,0.355,0.391,0.654,0.16,0.375,0.699,0.133,0.493
0.722,0.061,0.331,0.59,0.276,0.267,0.482,0.642,0.186,0.465,0.691,0.165,0.499
0.705,0.086,0.387,0.567,0.32,0.265,0.491,0.638,0.235,0.449,0.621,0.198,0.499
0.677,0.098,0.398,0.549,0.365,0.288,0.431,0.622,0.305,0.462,0.573,0.236,0.44
0.665,0.131,0.379,0.537,0.368,0.272,0.417,0.593,0.357,0.442,0.566,0.28,0.417
0.662,0.192,0.364,0.476,0.348,0.218,0.453,0.566,0.406,0.445,0.589,0.338,0.444
0.667,0.217,0.363,0.469,0.317,0.147,0.418,0.559,0.435,0.448,0.586,0.4,0.457
0.693,0.287,0.265,0.51,0.309,0.133,0.413,0.574,0.48,0.406,0.506,0.435,0.448
0.72,0.302,0.231,0.558,0.326,0.14,0.371,0.639,0.524,0.364,0.446,0.421,0.408
0.731,0.325,0.232,0.62,0.376,0.159,0.358,0.676,0.531,0.339,0.391,0.437,0.507
0.736,0.379,0.24,0.638,0.287,0.218,0.317,0.685,0.518,0.37,0.36,0.442,0.556
0.744,0.413,0.249,0.535,0.286,0.281,0.287,0.658,0.425,0.397,0.347,0.371,0.566
0.76,0.39,0.279,0.473,0.257,0.313,0.259,0.615,0.359,0.375,0.363,0.231,0.561
0.809,0.367,0.313,0.56,0.258,0.269,0.253,0.605,0.378,0.436,0.397,0.101,0.534
0.839,0.32,0.341,0.62,0.255,0.219,0.278,0.631,0.352,0.352,0.39,0.023,0.499
0.835,0.285,0.36,0.588,0.264,0.283,0.311,0.671,0.344,0.315,0.388,0.004,0.528
0.831,0.283,0.358,0.592,0.27,0.281,0.342,0.689,0.379,0.32,0.351,0.026,0.583
0.818,0.264,0.354,0.643,0.292,0.271,0.377,0.708,0.344,0.314,0.32,0.033,0.583
0.806,0.223,0.355,0.692,0.26,0.258,0.417,0.748,0.33,0.311,0.306,0.026,0.595
0.797,0.164,0.352,0.701,0.256,0.247,0.476,0.778,0.326,0.321,0.282,0.014,0.652
0.814,0.179,0.386,0.715,0.262,0.229,0.55,0.805,0.37,0.387,0.265,0.009,0.679
0.839,0.265,0.502,0.729,0.344,0.197,0.596,0.818,0.358,0.513,0.288,0.015,0.696
0.851,0.368,0.56,0.737,0.419,0.191,0.621,0.829,0.347,0.55,0.332,0.021,0.749
0.838,0.376,0.542,0.769,0.448,0.174,0.649,0.847,0.365,0.585,0.36,0.028,0.772
0.804,0.379,0.509,0.768,0.399,0.167,0.655,0.85,0.416,0.633,0.36,0.041,0.774
0.772,0.394,0.529,0.758,0.409,0.156,0.664,0.837,0.447,0.603,0.349,0.056,0.74
0.766,0.444,0.572,0.758,0.468,0.156,0.732,0.813,0.499,0.573,0.318,0.07,0.726
0.761,0.432,0.601,0.763,0.462,0.16,0.754,0.794,0.539,0.588,0.284,0.094,0.72
0.771,0.444,0.531,0.743,0.45,0.155,0.762,0.783,0.568,0.588,0.284,0.122,0.71
0.788,0.456,0.483,0.737,0.399,0.181,0.752,0.775,0.617,0.569,0.292,0.149,0.7
0.804,0.447,0.488,0.725,0.336,0.234,0.722,0.758,0.648,0.556,0.315,0.187,0.693
0.829,0.454,0.476,0.702,0.333,0.256,0.682,0.729,0.635,0.555,0.351,0.226,0.672
0.852,0.44,0.472,0.7,0.33,0.281,0.654,0.703,0.619,0.543,0.371,0.255,0.652
0.872,0.421,0.482,0.703,0.347,0.362,0.619,0.701,0.626,0.53,0.401,0.293,0.652
0.891,0.429,0.452,0.701,0.393,0.408,0.576,0.714,0.608,0.511,0.442,0.307,0.6
0.908,0.394,0.472,0.671,0.394,0.433,0.515,0.726,0.604,0.488,0.489,0.302,0.57
0.914,0.395,0.439,0.647,0.421,0.442,0.452,0.692,0.561,0.45,0.487,0.348,0.554
0.914,0.376,0.395,0.626,0.395,0.477,0.404,0.686,0.549,0.417,0.491,0.419,0.524
0.913,0.352,0.377,0.607,0.36,0.515,0.366,0.666,0.488,0.395,0.514,0.425,0.457
0.918,0.307,0.358,0.565,0.312,0.524,0.364,0.634,0.437,0.377,0.513,0.417,0.407
0.913,0.294,0.349,0.553,0.297,0.518,0.349,0.595,0.341,0.36,0.539,0.478,0.394
0.904,0.283,0.33,0.533,0.289,0.499,0.336,0.558,0.261,0.352,0.587,0.567,0.386
0.894,0.25,0.292,0.493,0.24,0.421,0.32,0.527,0.188,0.302,0.608,0.686,0.335
0.892,0.205,0.218,0.461,0.164,0.394,0.329,0.476,0.175,0.219,0.663,0.725,0.282
0.901,0.195,0.238,0.457,0.205,0.451,0.413,0.457,0.271,0.211,0.75,0.736,0.328
0.909,0.188,0.209,0.473,0.215,0.522,0.478,0.444,0.318,0.248,0.788,0.761,0.32
0.903,0.175,0.16,0.444,0.169,0.555,0.468,0.421,0.323,0.235,0.797,0.768,0.308
0.892,0.168,0.136,0.383,0.142,0.548,0.425,0.366,0.303,0.222,0.783,0.727,0.289
0.871,0.146,0.12,0.271,0.123,0.428,0.352,0.278,0.237,0.184,0.737,0.655,0.214
0.829,0.141,0.103,0.21,0.106,0.344,0.34,0.229,0.212,0.169,0.68,0.594,0.198
0.787,0.186,0.111,0.197,0.111,0.335,0.32,0.227,0.26,0.19,0.641,0.542,0.224
0.749,0.204,0.109,0.175,0.106,0.35,0.262,0.215,0.256,0.178,0.62,0.537,0.215
0.703,0.183,0.091,0.163,0.098,0.361,0.224,0.204,0.225,0.162,0.626,0.532,0.203
0.677,0.161,0.072,0.156,0.085,0.325,0.188,0.19,0.194,0.152,0.636,0.51,0.186
0.641,0.139,0.06,0.145,0.072,0.292,0.138,0.172,0.153,0.136,0.624,0.488,0.165
0.622,0.117,0.055,0.134,0.062,0.279,0.095,0.15,0.115,0.114,0.593,0.488,0.141
0.604,0.106,0.051,0.135,0.061,0.245,0.065,0.138,0.082,0.092,0.561,0.532,0.125
0.57,0.106,0.046,0.154,0.064,0.216,0.051,0.136,0.054,0.076,0.536,0.558,0.118
0.555,0.118,0.044,0.184,0.063,0.172,0.048,0.144,0.039,0.069,0.505,0.568,0.117
0.531,0.139,0.042,0.21,0.057,0.136,0.053,0.157,0.033,0.066,0.454,0.617,0.117
0.527,0.162,0.043,0.229,0.051,0.122,0.062,0.177,0.027,0.065,0.432,0.626,0.119
0.503,0.172,0.043,0.251,0.051,0.131,0.076,0.199,0.025,0.067,0.42,0.588,0.128
0.485,0.179,0.042,0.281,0.054,0.137,0.091,0.22,0.023,0.066,0.442,0.489,0.147
0.442,0.182,0.039,0.321,0.052,0.145,0.105,0.239,0.02,0.053,0.458,0.358,0.168
0.402,0.187,0.035,0.375,0.045,0.145,0.122,0.266,0.018,0.039,0.48,0.25,0.178
0.344,0.193,0.034,0.42,0.033,0.132,0.134,0.299,0.017,0.032,0.46,0.201,0.155
0.245,0.137,0.036,0.402,0.02,0.123,0.126,0.302,0.015,0.028,0.386,0.175,0.113
0.195,0.057,0.031,0.303,0.009,0.144,0.112,0.265,0.015,0.027,0.392,0.158,0.087
0.15,0.068,0.034,0.274,0.006,0.153,0.112,0.239,0.016,0.029,0.388,0.141,0.089
0.104,0.09,0.041,0.35,0.007,0.155,0.127,0.281,0.016,0.039,0.328,0.111,0.111
0.066,0.076,0.044,0.396,0.007,0.156,0.148,0.306,0.016,0.044,0.277,0.087,0.122
0.041,0.076,0.043,0.386,0.006,0.148,0.167,0.291,0.016,0.042,0.239,0.074,0.123
0.03,0.093,0.042,0.343,0.004,0.133,0.163,0.281,0.015,0.04,0.19,0.073,0.127
0.024,0.117,0.044,0.335,0.007,0.122,0.185,0.287,0.014,0.041,0.177,0.079,0.128
0.014,0.192,0.054,0.39,0.016,0.126,0.205,0.298,0.012,0.039,0.21,0.091,0.141
0.007,0.256,0.065,0.39,0.035,0.11,0.193,0.306,0.009,0.038,0.212,0.109,0.151
0.007,0.271,0.077,0.4,0.063,0.085,0.176,0.331,0.006,0.047,0.199,0.123,0.163
0.011,0.248,0.086,0.394,0.09,0.06,0.161,0.36,0.006,0.063,0.182,0.124,0.186
0.019,0.22,0.096,0.399,0.106,0.041,0.146,0.36,0.011,0.08,0.165,0.114,0.203
0.03,0.19,0.117,0.437,0.104,0.026,0.138,0.37,0.023,0.089,0.151,0.089,0.203
0.044,0.151,0.149,0.442,0.088,0.016,0.123,0.364,0.044,0.088,0.136,0.073,0.197
0.057,0.116,0.169,0.39,0.073,0.011,0.112,0.348,0.074,0.079,0.122,0.07,0.187
0.065,0.105,0.176,0.375,0.061,0.012,0.104,0.349,0.106,0.068,0.11,0.07,0.182
0.066,0.118,0.177,0.372,0.055,0.02,0.099,0.349,0.132,0.057,0.101,0.073,0.176
0.063,0.153,0.186,0.366,0.048,0.044,0.093,0.352,0.15,0.053,0.096,0.073,0.175
0.062,0.194,0.198,0.359,0.046,0.081,0.087,0.35,0.161,0.058,0.096,0.065,0.171
0.06,0.202,0.203,0.361,0.053,0.12,0.076,0.371,0.162,0.074,0.098,0.053,0.171
0.061,0.188,0.205,0.37,0.07,0.16,0.076,0.389,0.153,0.095,0.102,0.044,0.182
0.058,0.18,0.2,0.366,0.099,0.198,0.08,0.397,0.151,0.113,0.109,0.04,0.185
0.05,0.157,0.197,0.365,0.122,0.227,0.082,0.389,0.158,0.106,0.116,0.041,0.158
0.049,0.106,0.197,0.372,0.099,0.215,0.086,0.394,0.15,0.069,0.105,0.041,0.127
0.045,0.048,0.208,0.375,0.063,0.19,0.108,0.394,0.124,0.055,0.101,0.037,0.12
0.058,0.041,0.227,0.441,0.059,0.293,0.145,0.441,0.125,0.068,0.135,0.035,0.136
0.061,0.076,0.262,0.468,0.088,0.398,0.167,0.454,0.127,0.093,0.147,0.032,0.178
0.059,0.124,0.297,0.468,0.141,0.41,0.17,0.475,0.15,0.125,0.146,0.025,0.218
0.056,0.171,0.313,0.471,0.173,0.388,0.175,0.49,0.151,0.176,0.148,0.021,0.257
0.057,0.178,0.352,0.508,0.181,0.355,0.172,0.531,0.14,0.214,0.138,0.021,0.31
0.063,0.176,0.34,0.544,0.227,0.391,0.244,0.574,0.184,0.22,0.153,0.024,0.369
0.054,0.259,0.36,0.575,0.309,0.42,0.33,0.623,0.252,0.291,0.175,0.027,0.437
0.04,0.348,0.349,0.61,0.321,0.402,0.346,0.678,0.33,0.339,0.169,0.032,0.43
0.027,0.395,0.316,0.621,0.364,0.386,0.349,0.691,0.418,0.37,0.159,0.044,0.499
0.017,0.432,0.294,0.599,0.44,0.366,0.339,0.623,0.452,0.405,0.153,0.06,0.514
0.016,0.45,0.229,0.499,0.451,0.334,0.318,0.476,0.41,0.448,0.164,0.074,0.524
0.027,0.422,0.216,0.394,0.457,0.288,0.303,0.364,0.445,0.494,0.182,0.084,0.582
0.042,0.382,0.252,0.299,0.425,0.29,0.306,0.287,0.46,0.499,0.191,0.087,0.479
0.061,0.381,0.287,0.239,0.385,0.289,0.331,0.273,0.463,0.455,0.185,0.086,0.358
0.078,0.345,0.281,0.236,0.308,0.269,0.351,0.313,0.505,0.344,0.163,0.082,0.252
0.085,0.342,0.31,0.245,0.245,0.252,0.448,0.364,0.545,0.285,0.138,0.076,0.231
0.089,0.306,0.307,0.274,0.238,0.232,0.562,0.413,0.562,0.256,0.111,0.07,0.237
0.102,0.264,0.318,0.328,0.238,0.209,0.541,0.454,0.604,0.25,0.079,0.061,0.271
0.115,0.258,0.334,0.368,0.259,0.181,0.459,0.494,0.542,0.276,0.051,0.055,0.307
0.125,0.294,0.332,0.383,0.292,0.163,0.401,0.493,0.405,0.255,0.04,0.052,0.361
0.136,0.355,0.322,0.386,0.308,0.157,0.366,0.478,0.312,0.243,0.037,0.056,0.397
0.144,0.376,0.326,0.394,0.353,0.15,0.298,0.495,0.312,0.291,0.033,0.065,0.471
0.136,0.316,0.306,0.452,0.274,0.107,0.26,0.555,0.293,0.31,0.024,0.069,0.472
0.145,0.179,0.234,0.53,0.229,0.064,0.327,0.568,0.4,0.33,0.027,0.07,0.445
0.217,0.174,0.23,0.584,0.282,0.067,0.426,0.55,0.533,0.352,0.039,0.076,0.395
0.344,0.27,0.266,0.602,0.315,0.099,0.555,0.543,0.562,0.356,0.054,0.088,0.464
0.408,0.275,0.339,0.606,0.326,0.118,0.612,0.555,0.534,0.347,0.075,0.109,0.462
0.428,0.228,0.382,0.615,0.32,0.119,0.598,0.55,0.478,0.344,0.106,0.136,0.459
0.397,0.185,0.321,0.612,0.262,0.096,0.553,0.531,0.389,0.266,0.123,0.165,0.413
0.317,0.144,0.226,0.563,0.188,0.085,0.492,0.506,0.296,0.21,0.136,0.22,0.297
0.295,0.135,0.217,0.518,0.211,0.101,0.444,0.509,0.281,0.229,0.159,0.294,0.231
0.305,0.134,0.209,0.488,0.232,0.12,0.393,0.522,0.247,0.26,0.155,0.368,0.227
0.307,0.154,0.172,0.449,0.234,0.123,0.332,0.488,0.212,0.227,0.155,0.43,0.211
0.323,0.186,0.119,0.413,0.218,0.125,0.273,0.444,0.182,0.181,0.167,0.493,0.194
0.321,0.214,0.074,0.377,0.18,0.122,0.218,0.371,0.158,0.151,0.192,0.572,0.184
0.334,0.201,0.05,0.347,0.132,0.117,0.196,0.286,0.125,0.126,0.218,0.637,0.162
0.36,0.169,0.041,0.308,0.104,0.13,0.173,0.203,0.101,0.103,0.232,0.678,0.132
0.375,0.173,0.054,0.254,0.082,0.157,0.155,0.133,0.086,0.081,0.25,0.717,0.103
0.38,0.17,0.088,0.195,0.066,0.164,0.139,0.087,0.075,0.059,0.276,0.73,0.081
0.403,0.144,0.116,0.145,0.06,0.15,0.124,0.058,0.061,0.039,0.277,0.687,0.067
0.364,0.118,0.147,0.11,0.056,0.154,0.105,0.038,0.05,0.025,0.261,0.634,0.055
0.349,0.099,0.178,0.078,0.049,0.174,0.087,0.021,0.043,0.017,0.255,0.574,0.04
0.327,0.084,0.202,0.047,0.049,0.164,0.065,0.011,0.037,0.012,0.263,0.495,0.027
0.297,0.062,0.212,0.025,0.057,0.137,0.046,0.011,0.03,0.01,0.277,0.379,0.016
0.282,0.036,0.209,0.016,0.063,0.146,0.031,0.021,0.023,0.011,0.29,0.286,0.007
0.262,0.025,0.204,0.021,0.061,0.156,0.018,0.042,0.018,0.016,0.275,0.224,0.004
0.222,0.021,0.198,0.042,0.054,0.168,0.009,0.073,0.017,0.021,0.229,0.176,0.009
0.222,0.013,0.163,0.068,0.045,0.186,0.007,0.091,0.025,0.018,0.31,0.145,0.014
0.216,0.011,0.154,0.068,0.055,0.192,0.007,0.1,0.033,0.025,0.349,0.133,0.032
0.202,0.016,0.252,0.081,0.073,0.194,0.009,0.123,0.043,0.046,0.342,0.14,0.049
0.181,0.03,0.306,0.097,0.085,0.195,0.008,0.147,0.05,0.064,0.337,0.155,0.065
0.146,0.048,0.31,0.11,0.089,0.184,0.01,0.178,0.052,0.085,0.326,0.156,0.087
0.11,0.049,0.299,0.123,0.091,0.153,0.017,0.216,0.052,0.1,0.277,0.139,0.114
0.093,0.048,0.321,0.174,0.108,0.118,0.032,0.265,0.055,0.119,0.224,0.135,0.153
0.089,0.054,0.371,0.267,0.187,0.115,0.05,0.351,0.06,0.168,0.213,0.134,0.223
0.076,0.066,0.43,0.301,0.26,0.118,0.065,0.382,0.057,0.22,0.204,0.119,0.272
0.066,0.083,0.439,0.289,0.283,0.109,0.078,0.386,0.051,0.271,0.184,0.096,0.297
0.064,0.108,0.43,0.264,0.293,0.099,0.093,0.388,0.048,0.307,0.166,0.071,0.307
0.069,0.13,0.422,0.257,0.301,0.088,0.11,0.408,0.047,0.32,0.156,0.053,0.31
0.081,0.154,0.37,0.258,0.303,0.076,0.132,0.43,0.048,0.314,0.153,0.049,0.289
0.093,0.177,0.306,0.247,0.292,0.063,0.141,0.444,0.05,0.303,0.144,0.052,0.245
0.101,0.21,0.243,0.259,0.284,0.053,0.144,0.442,0.051,0.288,0.136,0.057,0.208
0.101,0.238,0.203,0.271,0.26,0.049,0.139,0.462,0.052,0.266,0.128,0.059,0.201
0.089,0.234,0.175,0.276,0.227,0.048,0.131,0.454,0.054,0.244,0.123,0.057,0.199
0.076,0.249,0.151,0.297,0.216,0.048,0.121,0.462,0.055,0.213,0.122,0.054,0.202
0.067,0.212,0.129,0.293,0.24,0.045,0.114,0.458,0.06,0.193,0.125,0.048,0.204
0.062,0.18,0.111,0.304,0.231,0.037,0.109,0.447,0.072,0.196,0.127,0.042,0.22
0.055,0.197,0.1,0.299,0.181,0.032,0.11,0.466,0.086,0.199,0.126,0.037,0.224
0.048,0.228,0.099,0.307,0.169,0.029,0.11,0.45,0.102,0.205,0.117,0.032,0.243
0.042,0.22,0.109,0.305,0.167,0.027,0.105,0.462,0.115,0.231,0.097,0.028,0.249
0.034,0.158,0.134,0.299,0.144,0.018,0.072,0.464,0.084,0.186,0.051,0.023,0.26
0.027,0.114,0.135,0.25,0.101,0.013,0.073,0.473,0.102,0.153,0.02,0.015,0.245
0.021,0.12,0.115,0.276,0.076,0.017,0.066,0.453,0.106,0.174,0.014,0.007,0.269
0.016,0.137,0.127,0.32,0.084,0.037,0.052,0.452,0.104,0.163,0.018,0.007,0.247
0.009,0.154,0.149,0.315,0.1,0.054,0.041,0.432,0.102,0.128,0.029,0.008,0.222
0.007,0.139,0.139,0.245,0.101,0.065,0.035,0.368,0.105,0.094,0.039,0.011,0.188
0.01,0.089,0.101,0.222,0.086,0.058,0.034,0.339,0.106,0.079,0.048,0.02,0.151
0.038,0.072,0.09,0.256,0.096,0.073,0.053,0.331,0.132,0.091,0.065,0.029,0.135
0.085,0.093,0.102,0.291,0.151,0.104,0.094,0.347,0.169,0.111,0.079,0.032,0.157
0.119,0.126,0.099,0.289,0.191,0.143,0.134,0.345,0.148,0.134,0.079,0.039,0.175
0.128,0.192,0.089,0.265,0.201,0.16,0.153,0.311,0.121,0.158,0.073,0.042,0.169
0.12,0.251,0.078,0.247,0.199,0.167,0.143,0.267,0.101,0.176,0.071,0.039,0.157
0.113,0.259,0.074,0.222,0.194,0.17,0.119,0.212,0.088,0.179,0.072,0.036,0.133
0.112,0.248,0.077,0.2,0.175,0.16,0.099,0.168,0.073,0.167,0.068,0.04,0.111
0.111,0.244,0.086,0.181,0.15,0.154,0.08,0.14,0.065,0.13,0.069,0.046,0.087
0.111,0.222,0.098,0.159,0.129,0.153,0.064,0.121,0.061,0.093,0.073,0.057,0.068
0.109,0.168,0.11,0.145,0.111,0.155,0.052,0.106,0.064,0.061,0.075,0.067,0.054
0.101,0.119,0.122,0.142,0.093,0.145,0.046,0.101,0.071,0.037,0.078,0.077,0.043
0.089,0.079,0.133,0.143,0.076,0.12,0.043,0.102,0.08,0.023,0.076,0.082,0.04
0.076,0.061,0.151,0.138,0.062,0.106,0.046,0.101,0.087,0.015,0.066,0.089,0.045
0.057,0.057,0.17,0.126,0.053,0.096,0.054,0.098,0.088,0.01,0.058,0.1,0.052
0.041,0.048,0.178,0.112,0.047,0.092,0.061,0.094,0.083,0.006,0.054,0.112,0.057
0.032,0.039,0.183,0.1,0.046,0.089,0.066,0.091,0.068,0.005,0.049,0.114,0.063
0.023,0.033,0.189,0.093,0.049,0.084,0.068,0.092,0.05,0.012,0.045,0.107,0.073
0.019,0.017,0.186,0.073,0.055,0.06,0.063,0.088,0.032,0.027,0.036,0.098,0.069
0.026,0.006,0.149,0.048,0.061,0.045,0.058,0.074,0.02,0.033,0.029,0.06,0.058
0.04,0.013,0.189,0.052,0.074,0.046,0.053,0.074,0.016,0.041,0.023,0.045,0.057
0.057,0.03,0.231,0.059,0.085,0.032,0.049,0.076,0.017,0.055,0.018,0.034,0.064
0.076,0.061,0.243,0.068,0.101,0.02,0.049,0.087,0.02,0.079,0.013,0.028,0.078
0.095,0.098,0.256,0.079,0.125,0.013,0.056,0.106,0.027,0.101,0.009,0.032,0.096
0.108,0.128,0.247,0.094,0.145,0.012,0.068,0.125,0.039,0.12,0.007,0.057,0.109
0.095,0.137,0.208,0.135,0.144,0.016,0.097,0.161,0.056,0.129,0.009,0.092,0.125
0.098,0.19,0.235,0.181,0.17,0.022,0.143,0.205,0.087,0.166,0.011,0.096,0.17
0.114,0.261,0.257,0.201,0.195,0.039,0.15,0.221,0.119,0.187,0.011,0.09,0.197
0.146,0.267,0.252,0.199,0.181,0.065,0.139,0.212,0.138,0.19,0.014,0.086,0.208
0.179,0.265,0.255,0.184,0.181,0.086,0.125,0.194,0.135,0.193,0.026,0.1,0.208
0.209,0.264,0.254,0.167,0.177,0.114,0.111,0.174,0.117,0.189,0.051,0.122,0.199
0.251,0.262,0.243,0.15,0.168,0.123,0.102,0.154,0.093,0.192,0.085,0.152,0.178
0.281,0.253,0.212,0.128,0.171,0.121,0.096,0.137,0.076,0.19,0.121,0.182,0.151
0.298,0.241,0.18,0.1,0.176,0.129,0.087,0.122,0.066,0.156,0.164,0.206,0.13
0.33,0.219,0.156,0.073,0.16,0.141,0.084,0.113,0.067,0.112,0.197,0.24,0.118
0.352,0.214,0.137,0.053,0.138,0.151,0.082,0.107,0.073,0.1,0.201,0.281,0.104
0.362,0.213,0.121,0.038,0.116,0.16,0.08,0.101,0.084,0.099,0.207,0.32,0.086
0.359,0.211,0.107,0.028,0.106,0.167,0.075,0.093,0.092,0.092,0.214,0.351,0.077
0.341,0.188,0.102,0.022,0.093,0.167,0.073,0.085,0.098,0.084,0.231,0.4,0.069
0.322,0.167,0.101,0.018,0.082,0.188,0.074,0.073,0.09,0.07,0.249,0.46,0.06
0.317,0.146,0.098,0.015,0.071,0.203,0.068,0.061,0.078,0.056,0.252,0.502,0.051
0.321,0.126,0.084,0.01,0.06,0.191,0.06,0.048,0.069,0.05,0.25,0.534,0.042
0.315,0.119,0.067,0.006,0.051,0.176,0.054,0.032,0.068,0.054,0.209,0.576,0.029
0.357,0.113,0.042,0.006,0.042,0.212,0.048,0.016,0.064,0.049,0.301,0.599,0.02
0.433,0.113,0.042,0.009,0.032,0.225,0.041,0.011,0.061,0.037,0.365,0.591,0.02
0.527,0.101,0.035,0.008,0.026,0.233,0.031,0.01,0.06,0.026,0.373,0.566,0.012
0.596,0.1,0.024,0.015,0.024,0.245,0.026,0.011,0.061,0.02,0.386,0.544,0.007
0.643,0.113,0.021,0.025,0.025,0.25,0.025,0.016,0.064,0.017,0.4,0.545,0.005
0.661,0.135,0.024,0.042,0.024,0.24,0.021,0.026,0.063,0.015,0.394,0.564,0.004
0.622,0.13,0.036,0.071,0.018,0.205,0.019,0.046,0.067,0.011,0.354,0.591,0.005
0.607,0.133,0.05,0.11,0.009,0.212,0.017,0.079,0.079,0.004,0.386,0.612,0.01
0.65,0.151,0.073,0.16,0.008,0.242,0.013,0.123,0.078,0.005,0.385,0.62,0.024
0.663,0.155,0.128,0.215,0.012,0.248,0.01,0.176,0.066,0.016,0.377,0.618,0.051
0.658,0.121,0.209,0.278,0.022,0.237,0.008,0.243,0.048,0.041,0.375,0.605,0.094
0.64,0.061,0.301,0.337,0.052,0.224,0.011,0.32,0.03,0.076,0.361,0.583,0.149
0.621,0.013,0.358,0.36,0.117,0.212,0.016,0.366,0.021,0.112,0.361,0.566,0.208
0.605,0.001,0.382,0.349,0.19,0.188,0.021,0.366,0.02,0.165,0.36,0.55,0.249
0.593,0.018,0.433,0.339,0.24,0.16,0.028,0.382,0.02,0.205,0.354,0.516,0.242
0.56,0.052,0.411,0.345,0.259,0.134,0.039,0.408,0.026,0.197,0.336,0.482,0.224
0.532,0.096,0.382,0.364,0.262,0.117,0.055,0.451,0.035,0.184,0.32,0.45,0.225
0.527,0.16,0.448,0.391,0.265,0.104,0.066,0.505,0.047,0.192,0.312,0.419,0.261
0.55,0.23,0.391,0.434,0.268,0.097,0.067,0.595,0.054,0.191,0.305,0.385,0.265
0.572,0.261,0.26,0.555,0.297,0.091,0.06,0.666,0.059,0.208,0.297,0.352,0.279
0.575,0.277,0.202,0.542,0.38,0.079,0.055,0.527,0.07,0.25,0.281,0.321,0.344
0.561,0.31,0.234,0.492,0.36,0.077,0.057,0.364,0.083,0.264,0.269,0.299,0.388
0.527,0.325,0.276,0.388,0.33,0.065,0.065,0.24,0.109,0.268,0.241,0.281,0.298
0.451,0.286,0.269,0.293,0.253,0.041,0.076,0.16,0.127,0.251,0.176,0.252,0.22
0.442,0.243,0.176,0.22,0.15,0.035,0.103,0.135,0.153,0.195,0.205,0.206,0.167
0.382,0.136,0.14,0.184,0.097,0.031,0.126,0.125,0.17,0.145,0.21,0.157,0.145
0.294,0.073,0.234,0.136,0.08,0.028,0.135,0.103,0.176,0.151,0.172,0.129,0.139
0.22,0.186,0.274,0.105,0.099,0.023,0.131,0.086,0.163,0.145,0.127,0.115,0.104
0.149,0.35,0.292,0.084,0.143,0.019,0.116,0.072,0.139,0.11,0.088,0.093,0.079
0.088,0.447,0.243,0.074,0.152,0.016,0.096,0.061,0.11,0.088,0.057,0.071,0.073
0.06,0.398,0.245,0.106,0.14,0.016,0.078,0.096,0.099,0.08,0.043,0.064,0.09
0.066,0.302,0.267,0.239,0.199,0.016,0.068,0.188,0.104,0.12,0.038,0.05,0.16
0.117,0.268,0.247,0.341,0.269,0.015,0.064,0.281,0.109,0.17,0.034,0.026,0.236
0.265,0.224,0.215,0.338,0.289,0.02,0.067,0.306,0.11,0.206,0.037,0.011,0.289
0.486,0.194,0.215,0.32,0.292,0.029,0.08,0.254,0.108,0.245,0.041,0.003,0.287
0.557,0.195,0.222,0.298,0.272,0.033,0.094,0.205,0.102,0.274,0.043,0.003,0.241
0.574,0.205,0.213,0.229,0.252,0.038,0.104,0.201,0.106,0.288,0.055,0.003,0.209
0.549,0.23,0.197,0.154,0.239,0.042,0.114,0.231,0.118,0.277,0.076,0.003,0.191
0.459,0.237,0.199,0.135,0.229,0.042,0.113,0.297,0.135,0.261,0.092,0.003,0.183
0.349,0.243,0.201,0.134,0.227,0.04,0.112,0.338,0.147,0.233,0.097,0.003,0.189
0.254,0.249,0.238,0.134,0.227,0.037,0.119,0.349,0.18,0.22,0.092,0.003,0.199
0.184,0.241,0.271,0.123,0.227,0.036,0.121,0.355,0.192,0.2,0.088,0.003,0.215
0.143,0.251,0.32,0.122,0.254,0.037,0.125,0.386,0.19,0.184,0.082,0.003,0.213
0.117,0.249,0.348,0.126,0.243,0.051,0.125,0.433,0.156,0.191,0.06,0.009,0.224
